ID	Gene	week0.1	week4.1
RPS15A_4	RPS15A	4	23
RPS15A_5	RPS15A	8	8
RPS19_1	RPS19	9	7
RPS19_2	RPS19	6	7
RPS19_3	RPS19	4	6
RPS19_4	RPS19	6	2
RPS19_5	RPS19	35	25
RPS19_6	RPS19	26	36
RPS19_7	RPS19	8	6
RPS19_8	RPS19	7	6
RPS19_9	RPS19	15	19
RPS19_10	RPS19	5	3
RPS26_1	RPS26	3	11
RPS26_2	RPS26	13	13
RPS26_3	RPS26	3	1
RPS26_4	RPS26	1	0
RPS26_5	RPS26	1	1
RPS26_6	RPS26	18	7
RPS26_7	RPS26	13	9
RPS26_8	RPS26	14	13
RPS26_9	RPS26	5	3
RPS26_10	RPS26	15	6
RPSA_1	RPSA	9	8
RPSA_2	RPSA	3	12
RPSA_3	RPSA	13	7
RPSA_4	RPSA	35	15
RPSA_5	RPSA	48	53
RPSA_6	RPSA	12	2
RPSA_7	RPSA	8	5
RPSA_8	RPSA	16	13
RPSA_9	RPSA	13	3
RPSA_10	RPSA	20	19
RRM2B_1	RRM2B	11	16
RRM2B_2	RRM2B	17	8
RRM2B_3	RRM2B	10	4
RRM2B_4	RRM2B	2	0
RRM2B_5	RRM2B	14	17
RSL24D1_1	RSL24D1	40	39
RSL24D1_2	RSL24D1	12	36
RSL24D1_3	RSL24D1	17	21
RSL24D1_4	RSL24D1	16	12
RSL24D1_5	RSL24D1	1	2
RSL24D1_6	RSL24D1	7	14
RSL24D1_7	RSL24D1	17	16
RSL24D1_8	RSL24D1	1	1
RSL24D1_9	RSL24D1	14	11
RSL24D1_10	RSL24D1	11	13
SERPINB8_1	SERPINB8	24	30
SERPINB8_2	SERPINB8	17	19
SERPINB8_3	SERPINB8	10	18
SERPINB8_4	SERPINB8	4	1
SERPINB8_5	SERPINB8	10	12
SESN2_1	SESN2	35	34
SESN2_2	SESN2	9	4
SESN2_3	SESN2	25	10
SESN2_4	SESN2	2	2
SESN2_5	SESN2	7	12
SLC6A11_1	SLC6A11	6	13
SLC6A11_2	SLC6A11	6	2
SLC6A11_3	SLC6A11	66	63
SLC6A11_4	SLC6A11	48	57
SLC6A11_5	SLC6A11	39	62
SLC6A11_6	SLC6A11	7	4
SLC6A11_7	SLC6A11	21	24
SLC6A11_8	SLC6A11	5	2
SLC6A11_9	SLC6A11	28	26
SLC6A11_10	SLC6A11	12	27
SLC7A1_1	SLC7A1	1	1
SLC7A1_2	SLC7A1	19	15
SLC7A1_3	SLC7A1	7	6
SLC7A1_4	SLC7A1	9	18
SLC7A1_5	SLC7A1	3	3
SLC24A1_1	SLC24A1	11	25
SLC24A1_2	SLC24A1	2	1
SLC24A1_3	SLC24A1	4	10
SLC24A1_4	SLC24A1	10	0
SLC24A1_5	SLC24A1	16	15
SMAD4_1	SMAD4	19	26
SMAD4_2	SMAD4	78	80
SMAD4_3	SMAD4	4	4
SMAD4_4	SMAD4	8	6
SMAD4_5	SMAD4	33	34
SNAPC5_1	SNAPC5	14	10
SNAPC5_2	SNAPC5	1	4
SNAPC5_3	SNAPC5	17	4
SNAPC5_4	SNAPC5	6	5
SNAPC5_5	SNAPC5	40	32
SNRNP200_1	SNRNP200	93	18
SNRNP200_2	SNRNP200	2	2
SNRNP200_3	SNRNP200	14	16
SNRNP200_4	SNRNP200	24	2
SNRNP200_5	SNRNP200	6	1
SPHK1_1	SPHK1	1	1
SPHK1_2	SPHK1	8	11
SPHK1_3	SPHK1	13	27
SPHK1_4	SPHK1	12	18
SPHK1_5	SPHK1	18	21
SRGAP2_1	SRGAP2	7	3
SRGAP2_2	SRGAP2	63	90
SRGAP2_3	SRGAP2	23	42
SRGAP2_4	SRGAP2	21	25
SRGAP2_5	SRGAP2	6	11
STK11_1	STK11	16	10
STK11_2	STK11	10	19
STK11_3	STK11	16	14
STK11_4	STK11	1	0
STK11_5	STK11	8	3
TGFB1_1	TGFB1	18	17
TGFB1_2	TGFB1	12	11
TGFB1_3	TGFB1	14	18
TGFB1_4	TGFB1	12	8
TGFB1_5	TGFB1	16	13
TGFBR2_1	TGFBR2	6	1
TGFBR2_2	TGFBR2	4	0
TGFBR2_3	TGFBR2	8	6
TGFBR2_4	TGFBR2	7	4
TGFBR2_5	TGFBR2	35	17
THADA_1	THADA	13	18
THADA_2	THADA	5	11
THADA_3	THADA	23	19
THADA_4	THADA	23	48
THADA_5	THADA	5	7
THADA_6	THADA	24	17
THADA_7	THADA	24	12
THADA_8	THADA	5	28
THADA_9	THADA	15	15
THADA_10	THADA	12	24
TP53_1	TP53	0	1
TP53_2	TP53	22	17
TP53_3	TP53	154	204
TP53_4	TP53	21	10
TP53_5	TP53	56	49
TRHR_1	TRHR	28	30
TRHR_2	TRHR	0	0
TRHR_3	TRHR	3	7
TRHR_4	TRHR	20	26
TRHR_5	TRHR	4	8
TRHR_6	TRHR	5	4
TRHR_7	TRHR	16	30
TRHR_8	TRHR	6	5
TRHR_9	TRHR	3	3
TRHR_10	TRHR	73	105
TSSAAVS1_0_1	TSSAAVS1	6	6
TSSAAVS1_5_1	TSSAAVS1	8	10
TSSAAVS1_5_2	TSSAAVS1	8	10
TSSAAVS1_8_1	TSSAAVS1	8	1
TSSAAVS1_11_1	TSSAAVS1	4	0
TSSAAVS1_22_1	TSSAAVS1	8	0
TSSAAVS1_33_1	TSSAAVS1	10	20
TSSAAVS1_36_1	TSSAAVS1	10	6
TSSAAVS1_40_1	TSSAAVS1	4	4
TSSAAVS1_42_1	TSSAAVS1	4	10
TSSAAVS1_49_1	TSSAAVS1	52	57
TSSAAVS1_53_1	TSSAAVS1	65	76
TSSAAVS1_57_1	TSSAAVS1	40	51
TSSAAVS1_58_1	TSSAAVS1	1	3
TSSAAVS1_63_1	TSSAAVS1	18	16
TSSAAVS1_64_1	TSSAAVS1	3	1
TSSAAVS1_75_1	TSSAAVS1	14	18
TSSAAVS1_105_1	TSSAAVS1	5	4
TSSAAVS1_129_1	TSSAAVS1	8	2
TSSAAVS1_134_1	TSSAAVS1	4	2
TSSAAVS1_139_1	TSSAAVS1	0	3
TSSABCA13_1_1	TSSABCA13	11	10
TSSABCA13_2_1	TSSABCA13	33	16
TSSABCA13_3_1	TSSABCA13	29	33
TSSABCA13_4_1	TSSABCA13	16	23
TSSABCA13_5_1	TSSABCA13	3	10
TSSADAM17_1_1	TSSADAM17	20	11
TSSADAM17_2_1	TSSADAM17	29	42
TSSADAM17_3_1	TSSADAM17	11	16
TSSADAM17_4_1	TSSADAM17	6	13
TSSADAM17_5_1	TSSADAM17	24	37
TSSADAT1_1_1	TSSADAT1	3	1
TSSADAT1_2_1	TSSADAT1	27	47
TSSADAT1_3_1	TSSADAT1	7	6
TSSADAT1_4_1	TSSADAT1	9	5
TSSADAT1_5_1	TSSADAT1	11	17
TSSAKT1_1_1	TSSAKT1	11	11
TSSAKT1_2_1	TSSAKT1	5	5
TSSAKT1_3_1	TSSAKT1	17	27
TSSAKT1_4_1	TSSAKT1	27	29
TSSAKT1_5_1	TSSAKT1	8	15
TSSALDH16A1_1_1	TSSALDH16A1	9	12
TSSALDH16A1_2_1	TSSALDH16A1	43	24
TSSALDH16A1_3_1	TSSALDH16A1	43	57
TSSALDH16A1_4_1	TSSALDH16A1	30	30
TSSALDH16A1_5_1	TSSALDH16A1	5	13
TSSATM_1_1	TSSATM	15	27
TSSATM_2_1	TSSATM	3	3
TSSATM_3_1	TSSATM	58	54
TSSATM_4_1	TSSATM	0	0
TSSATM_5_1	TSSATM	6	7
TSSATP7A_1_1	TSSATP7A	60	47
TSSATP7A_2_1	TSSATP7A	52	47
TSSATP7A_3_1	TSSATP7A	33	46
TSSATP7A_4_1	TSSATP7A	32	32
TSSATP7A_5_1	TSSATP7A	50	70
TSSATP7B_1_1	TSSATP7B	61	89
TSSATP7B_2_1	TSSATP7B	35	27
TSSATP7B_3_1	TSSATP7B	1	1
TSSATP7B_4_1	TSSATP7B	14	15
TSSATP7B_5_1	TSSATP7B	5	4
TSSATR_1_1	TSSATR	61	47
TSSATR_2_1	TSSATR	3	2
TSSATR_3_1	TSSATR	20	26
TSSATR_4_1	TSSATR	3	0
TSSATR_5_1	TSSATR	8	12
TSSBCL2L1_1_1	TSSBCL2L1	9	1
TSSBCL2L1_2_1	TSSBCL2L1	10	4
TSSBCL2L1_3_1	TSSBCL2L1	23	47
TSSBCL2L1_4_1	TSSBCL2L1	10	4
TSSBCL2L1_5_1	TSSBCL2L1	3	1
TSSBCL6B_1_1	TSSBCL6B	6	5
TSSBCL6B_2_1	TSSBCL6B	4	4
TSSBCL6B_3_1	TSSBCL6B	4	10
TSSBCL6B_4_1	TSSBCL6B	7	10
TSSBCL6B_5_1	TSSBCL6B	16	10
TSSBECN1_1_1	TSSBECN1	43	36
TSSBECN1_2_1	TSSBECN1	72	104
TSSBECN1_3_1	TSSBECN1	0	2
TSSBECN1_4_1	TSSBECN1	16	13
TSSBECN1_5_1	TSSBECN1	16	14
TSSBRCA2_1_1	TSSBRCA2	7	4
TSSBRCA2_2_1	TSSBRCA2	15	10
TSSBRCA2_3_1	TSSBRCA2	20	5
TSSBRCA2_4_1	TSSBRCA2	39	37
TSSBRCA2_5_1	TSSBRCA2	241	13
TSSC1R_1_1	TSSC1R	44	51
TSSC1R_2_1	TSSC1R	13	49
TSSC1R_3_1	TSSC1R	2	1
TSSC1R_4_1	TSSC1R	6	13
TSSC1R_5_1	TSSC1R	33	40
TSSCADM1_1_1	TSSCADM1	6	4
TSSCADM1_2_1	TSSCADM1	14	20
TSSCADM1_3_1	TSSCADM1	6	17
TSSCADM1_4_1	TSSCADM1	5	3
TSSCADM1_5_1	TSSCADM1	6	19
TSSCCND1_1_1	TSSCCND1	21	42
TSSCCND1_2_1	TSSCCND1	7	14
TSSCCND1_3_1	TSSCCND1	41	35
TSSCCND1_4_1	TSSCCND1	3	2
TSSCCND1_5_1	TSSCCND1	45	43
TSSCDH4_1_1	TSSCDH4	2	4
TSSCDH4_2_1	TSSCDH4	0	0
TSSCDH4_3_1	TSSCDH4	4	6
TSSCDH4_4_1	TSSCDH4	5	1
TSSCDH4_5_1	TSSCDH4	61	38
TSSCELF1_1_1	TSSCELF1	4	1
TSSCELF1_2_1	TSSCELF1	16	5
TSSCELF1_3_1	TSSCELF1	0	2
TSSCELF1_4_1	TSSCELF1	15	2
TSSCELF1_5_1	TSSCELF1	0	0
TSSCLEC2B_1_1	TSSCLEC2B	17	5
TSSCLEC2B_2_1	TSSCLEC2B	28	17
TSSCLEC2B_3_1	TSSCLEC2B	21	26
TSSCLEC2B_4_1	TSSCLEC2B	46	42
TSSCLEC2B_5_1	TSSCLEC2B	58	52
TSSCLSTN3_1_1	TSSCLSTN3	12	11
TSSCLSTN3_2_1	TSSCLSTN3	24	11
TSSCLSTN3_3_1	TSSCLSTN3	7	7
TSSCLSTN3_4_1	TSSCLSTN3	11	10
TSSCLSTN3_5_1	TSSCLSTN3	11	14
TSSDAG1_1_1	TSSDAG1	15	10
TSSDAG1_2_1	TSSDAG1	27	27
TSSDAG1_3_1	TSSDAG1	7	7
TSSDAG1_4_1	TSSDAG1	3	3
TSSDAG1_5_1	TSSDAG1	9	28
TSSE2F2_1_1	TSSE2F2	3	6
TSSE2F2_2_1	TSSE2F2	0	0
TSSE2F2_3_1	TSSE2F2	41	52
TSSE2F2_4_1	TSSE2F2	0	4
TSSE2F2_5_1	TSSE2F2	1	1
TSSEHMT2_1_1	TSSEHMT2	16	32
TSSEHMT2_2_1	TSSEHMT2	2	0
TSSEHMT2_3_1	TSSEHMT2	23	38
TSSEHMT2_4_1	TSSEHMT2	15	10
TSSEHMT2_5_1	TSSEHMT2	18	14
TSSEIF3G_1_1	TSSEIF3G	4	0
TSSEIF3G_2_1	TSSEIF3G	19	17
TSSEIF3G_3_1	TSSEIF3G	19	21
TSSEIF3G_4_1	TSSEIF3G	2	2
TSSEIF3G_5_1	TSSEIF3G	5	1
TSSEIF5B_1_1	TSSEIF5B	4	14
TSSEIF5B_2_1	TSSEIF5B	2	6
TSSEIF5B_3_1	TSSEIF5B	10	8
TSSEIF5B_4_1	TSSEIF5B	16	18
TSSEIF5B_5_1	TSSEIF5B	4	4
TSSEPC1_1_1	TSSEPC1	9	13
TSSEPC1_2_1	TSSEPC1	6	8
TSSEPC1_3_1	TSSEPC1	4	10
TSSEPC1_4_1	TSSEPC1	22	19
TSSEPC1_5_1	TSSEPC1	1	2
TSSEPHA2_1_1	TSSEPHA2	20	26
TSSEPHA2_2_1	TSSEPHA2	21	22
TSSEPHA2_3_1	TSSEPHA2	62	75
TSSEPHA2_4_1	TSSEPHA2	16	29
TSSEPHA2_5_1	TSSEPHA2	11	20
TSSERCC1_1_1	TSSERCC1	25	3
TSSERCC1_2_1	TSSERCC1	9	17
TSSERCC1_3_1	TSSERCC1	0	1
TSSERCC1_4_1	TSSERCC1	32	37
TSSERCC1_5_1	TSSERCC1	8	10
TSSETV6_1_1	TSSETV6	17	15
TSSETV6_2_1	TSSETV6	11	21
TSSETV6_3_1	TSSETV6	12	7
TSSETV6_4_1	TSSETV6	9	20
TSSETV6_5_1	TSSETV6	11	20
TSSFAM188A_1_1	TSSFAM188A	8	9
TSSFAM188A_2_1	TSSFAM188A	15	28
TSSFAM188A_3_1	TSSFAM188A	15	9
TSSFAM188A_4_1	TSSFAM188A	2	3
TSSFAM188A_5_1	TSSFAM188A	14	26
TSSGLTSCR2_1_1	TSSGLTSCR2	43	32
TSSGLTSCR2_2_1	TSSGLTSCR2	30	9
TSSGLTSCR2_3_1	TSSGLTSCR2	61	45
TSSGLTSCR2_4_1	TSSGLTSCR2	37	45
TSSGLTSCR2_5_1	TSSGLTSCR2	32	50
TSSGRIA2_1_1	TSSGRIA2	32	27
TSSGRIA2_2_1	TSSGRIA2	14	20
TSSGRIA2_3_1	TSSGRIA2	25	34
TSSGRIA2_4_1	TSSGRIA2	22	30
TSSGRIA2_5_1	TSSGRIA2	3	3
TSSHNRNPM_1_1	TSSHNRNPM	5	3
TSSHNRNPM_2_1	TSSHNRNPM	71	84
TSSHNRNPM_3_1	TSSHNRNPM	3	5
TSSHNRNPM_4_1	TSSHNRNPM	9	2
TSSHNRNPM_5_1	TSSHNRNPM	43	49
TSSIK_1_1	TSSIK	23	15
TSSIK_2_1	TSSIK	16	9
TSSIK_3_1	TSSIK	11	4
TSSIK_4_1	TSSIK	33	44
TSSIK_5_1	TSSIK	7	4
TSSING5_1_1	TSSING5	1	3
TSSING5_2_1	TSSING5	23	27
TSSING5_3_1	TSSING5	60	105
TSSING5_4_1	TSSING5	13	8
TSSING5_5_1	TSSING5	28	35
TSSKARS_1_1	TSSKARS	40	73
TSSKARS_2_1	TSSKARS	37	35
TSSKARS_3_1	TSSKARS	2	6
TSSKARS_4_1	TSSKARS	70	84
TSSKARS_5_1	TSSKARS	17	10
TSSKEAP1_1_1	TSSKEAP1	1	5
TSSKEAP1_2_1	TSSKEAP1	41	44
TSSKEAP1_3_1	TSSKEAP1	25	27
TSSKEAP1_4_1	TSSKEAP1	12	7
TSSKEAP1_5_1	TSSKEAP1	0	3
TSSLATS1_1_1	TSSLATS1	16	19
TSSLATS1_2_1	TSSLATS1	7	33
TSSLATS1_3_1	TSSLATS1	10	10
TSSLATS1_4_1	TSSLATS1	3	13
TSSLATS1_5_1	TSSLATS1	13	9
TSSLCP1_1_1	TSSLCP1	20	13
TSSLCP1_2_1	TSSLCP1	11	6
TSSLCP1_3_1	TSSLCP1	2	14
TSSLCP1_4_1	TSSLCP1	28	23
TSSLCP1_5_1	TSSLCP1	1	2
TSSMSMO1_1_1	TSSMSMO1	27	28
TSSMSMO1_2_1	TSSMSMO1	13	4
TSSMSMO1_3_1	TSSMSMO1	77	100
TSSMSMO1_4_1	TSSMSMO1	7	8
TSSMSMO1_5_1	TSSMSMO1	3	4
TSSNF1_1_1	TSSNF1	15	14
TSSNF1_2_1	TSSNF1	252	285
TSSNF1_3_1	TSSNF1	1	5
TSSNF1_4_1	TSSNF1	4	1
TSSNF1_5_1	TSSNF1	14	12
TSSNFE2L2_1_1	TSSNFE2L2	10	6
TSSNFE2L2_2_1	TSSNFE2L2	32	26
TSSNFE2L2_3_1	TSSNFE2L2	10	10
TSSNFE2L2_4_1	TSSNFE2L2	8	30
TSSNFE2L2_5_1	TSSNFE2L2	19	10
TSSNHP2L1_1_1	TSSNHP2L1	6	3
TSSNHP2L1_2_1	TSSNHP2L1	5	9
TSSNHP2L1_3_1	TSSNHP2L1	12	27
TSSNHP2L1_4_1	TSSNHP2L1	14	11
TSSNHP2L1_5_1	TSSNHP2L1	29	30
TSSOR5V1_1_1	TSSOR5V1	33	49
TSSOR5V1_2_1	TSSOR5V1	9	6
TSSOR5V1_3_1	TSSOR5V1	35	15
TSSOR5V1_4_1	TSSOR5V1	23	22
TSSOR5V1_5_1	TSSOR5V1	7	2
TSSPAX5_1_1	TSSPAX5	1	1
TSSPAX5_2_1	TSSPAX5	31	63
TSSPAX5_3_1	TSSPAX5	23	34
TSSPAX5_4_1	TSSPAX5	64	84
TSSPAX5_5_1	TSSPAX5	10	4
TSSPCDHGC4_1_1	TSSPCDHGC4	8	12
TSSPCDHGC4_2_1	TSSPCDHGC4	5	27
TSSPCDHGC4_3_1	TSSPCDHGC4	23	48
TSSPCDHGC4_4_1	TSSPCDHGC4	26	43
TSSPCDHGC4_5_1	TSSPCDHGC4	20	22
TSSPLK1_1_1	TSSPLK1	12	6
TSSPLK1_2_1	TSSPLK1	1	1
TSSPLK1_3_1	TSSPLK1	6	6
TSSPLK1_4_1	TSSPLK1	64	32
TSSPLK1_5_1	TSSPLK1	1	14
TSSPLXNB2_1_1	TSSPLXNB2	9	2
TSSPLXNB2_2_1	TSSPLXNB2	30	55
TSSPLXNB2_3_1	TSSPLXNB2	7	4
TSSPLXNB2_4_1	TSSPLXNB2	36	54
TSSPLXNB2_5_1	TSSPLXNB2	45	37
TSSPPAP2C_1_1	TSSPPAP2C	3	2
TSSPPAP2C_2_1	TSSPPAP2C	20	11
TSSPPAP2C_3_1	TSSPPAP2C	16	16
TSSPPAP2C_4_1	TSSPPAP2C	38	44
TSSPPAP2C_5_1	TSSPPAP2C	4	5
TSSPPIL2_1_1	TSSPPIL2	59	69
TSSPPIL2_2_1	TSSPPIL2	25	20
TSSPPIL2_3_1	TSSPPIL2	22	36
TSSPPIL2_4_1	TSSPPIL2	21	29
TSSPPIL2_5_1	TSSPPIL2	18	14
TSSPRDM1_1_1	TSSPRDM1	1	4
TSSPRDM1_2_1	TSSPRDM1	38	41
TSSPRDM1_3_1	TSSPRDM1	27	48
TSSPRDM1_4_1	TSSPRDM1	32	32
TSSPRDM1_5_1	TSSPRDM1	35	33
TSSPTCH1_1_1	TSSPTCH1	17	25
TSSPTCH1_2_1	TSSPTCH1	61	60
TSSPTCH1_3_1	TSSPTCH1	19	31
TSSPTCH1_4_1	TSSPTCH1	28	41
TSSPTCH1_5_1	TSSPTCH1	59	57
TSSRB1_1_1	TSSRB1	9	18
TSSRB1_2_1	TSSRB1	17	11
TSSRB1_3_1	TSSRB1	49	36
TSSRB1_4_1	TSSRB1	9	10
TSSRB1_5_1	TSSRB1	24	23
TSSRBM5_1_1	TSSRBM5	6	13
TSSRBM5_2_1	TSSRBM5	14	12
TSSRBM5_3_1	TSSRBM5	19	9
TSSRBM5_4_1	TSSRBM5	30	23
TSSRBM5_5_1	TSSRBM5	19	7
TSSRNF43_1_1	TSSRNF43	15	27
TSSRNF43_2_1	TSSRNF43	24	24
TSSRNF43_3_1	TSSRNF43	13	20
TSSRNF43_4_1	TSSRNF43	3	5
TSSRNF43_5_1	TSSRNF43	9	22
TSSRPL3_1_1	TSSRPL3	8	12
TSSRPL3_2_1	TSSRPL3	4	3
TSSRPL3_3_1	TSSRPL3	7	1
TSSRPL3_4_1	TSSRPL3	2	0
TSSRPL3_5_1	TSSRPL3	7	10
TSSRPL8_1_1	TSSRPL8	15	16
TSSRPL8_2_1	TSSRPL8	10	6
TSSRPL8_3_1	TSSRPL8	6	6
TSSRPL8_4_1	TSSRPL8	14	11
TSSRPL8_5_1	TSSRPL8	36	70
TSSRRM2B_1_1	TSSRRM2B	13	12
TSSRRM2B_2_1	TSSRRM2B	49	58
TSSRRM2B_3_1	TSSRRM2B	3	1
TSSRRM2B_4_1	TSSRRM2B	17	9
TSSRRM2B_5_1	TSSRRM2B	26	28
TSSSERPINB8_1_1	TSSSERPINB8	0	4
TSSSERPINB8_2_1	TSSSERPINB8	20	24
TSSSERPINB8_3_1	TSSSERPINB8	16	8
TSSSERPINB8_4_1	TSSSERPINB8	13	18
TSSSERPINB8_5_1	TSSSERPINB8	38	44
TSSSESN2_1_1	TSSSESN2	5	7
TSSSESN2_2_1	TSSSESN2	5	10
TSSSESN2_3_1	TSSSESN2	41	51
TSSSESN2_4_1	TSSSESN2	20	26
TSSSESN2_5_1	TSSSESN2	20	27
TSSSLC7A1_1_1	TSSSLC7A1	5	4
TSSSLC7A1_2_1	TSSSLC7A1	13	10
TSSSLC7A1_3_1	TSSSLC7A1	7	8
TSSSLC7A1_4_1	TSSSLC7A1	29	41
TSSSLC7A1_5_1	TSSSLC7A1	10	7
TSSSLC24A1_1_1	TSSSLC24A1	19	19
TSSSLC24A1_2_1	TSSSLC24A1	6	4
TSSSLC24A1_3_1	TSSSLC24A1	8	14
TSSSLC24A1_4_1	TSSSLC24A1	10	3
TSSSLC24A1_5_1	TSSSLC24A1	24	46
TSSSMAD4_1_1	TSSSMAD4	3	11
TSSSMAD4_2_1	TSSSMAD4	5	13
TSSSMAD4_3_1	TSSSMAD4	2	11
TSSSMAD4_4_1	TSSSMAD4	11	8
TSSSMAD4_5_1	TSSSMAD4	43	35
TSSSNAPC5_1_1	TSSSNAPC5	1	1
TSSSNAPC5_2_1	TSSSNAPC5	3	3
TSSSNAPC5_3_1	TSSSNAPC5	9	8
TSSSNAPC5_4_1	TSSSNAPC5	20	10
TSSSNAPC5_5_1	TSSSNAPC5	0	0
TSSSNRNP200_1_1	TSSSNRNP200	2	4
TSSSNRNP200_2_1	TSSSNRNP200	12	27
TSSSNRNP200_3_1	TSSSNRNP200	6	10
TSSSNRNP200_4_1	TSSSNRNP200	15	28
TSSSNRNP200_5_1	TSSSNRNP200	47	50
TSSSPHK1_1_1	TSSSPHK1	10	6
TSSSPHK1_2_1	TSSSPHK1	71	52
TSSSPHK1_3_1	TSSSPHK1	4	4
TSSSPHK1_4_1	TSSSPHK1	7	9
TSSSPHK1_5_1	TSSSPHK1	6	4
TSSSRGAP2_1_1	TSSSRGAP2	9	6
TSSSRGAP2_2_1	TSSSRGAP2	15	14
TSSSRGAP2_3_1	TSSSRGAP2	15	12
TSSSRGAP2_4_1	TSSSRGAP2	14	10
TSSSRGAP2_5_1	TSSSRGAP2	98	85
TSSSTK11_1_1	TSSSTK11	3	14
TSSSTK11_2_1	TSSSTK11	18	39
TSSSTK11_3_1	TSSSTK11	2	1
TSSSTK11_4_1	TSSSTK11	9	5
TSSSTK11_5_1	TSSSTK11	6	18
TSSTGFB1_1_1	TSSTGFB1	26	7
TSSTGFB1_2_1	TSSTGFB1	21	24
TSSTGFB1_3_1	TSSTGFB1	0	4
TSSTGFB1_4_1	TSSTGFB1	10	6
TSSTGFB1_5_1	TSSTGFB1	6	4
TSSTGFBR2_1_1	TSSTGFBR2	7	6
TSSTGFBR2_2_1	TSSTGFBR2	6	7
TSSTGFBR2_3_1	TSSTGFBR2	0	0
TSSTGFBR2_4_1	TSSTGFBR2	12	2
TSSTGFBR2_5_1	TSSTGFBR2	19	24
TSSTP53_1_1	TSSTP53	5	4
TSSTP53_2_1	TSSTP53	16	18
TSSTP53_3_1	TSSTP53	14	18
TSSTP53_4_1	TSSTP53	0	3
TSSTP53_5_1	TSSTP53	10	3
TSSUCK1_1_1	TSSUCK1	10	8
TSSUCK1_2_1	TSSUCK1	29	29
TSSUCK1_3_1	TSSUCK1	12	7
TSSUCK1_4_1	TSSUCK1	56	53
TSSUCK1_5_1	TSSUCK1	5	3
TSSUSP24_1_1	TSSUSP24	1	0
TSSUSP24_2_1	TSSUSP24	24	32
TSSUSP24_3_1	TSSUSP24	7	4
TSSUSP24_4_1	TSSUSP24	5	6
TSSUSP24_5_1	TSSUSP24	15	10
TSSWT1_1_1	TSSWT1	83	80
TSSWT1_2_1	TSSWT1	18	18
TSSWT1_3_1	TSSWT1	8	12
TSSWT1_4_1	TSSWT1	40	41
TSSWT1_5_1	TSSWT1	57	65
TSSXPA_1_1	TSSXPA	26	20
TSSXPA_2_1	TSSXPA	14	9
TSSXPA_3_1	TSSXPA	52	61
TSSXPA_4_1	TSSXPA	17	25
TSSXPA_5_1	TSSXPA	10	9
UCK1_1	UCK1	9	21
UCK1_2	UCK1	50	56
UCK1_3	UCK1	12	10
UCK1_4	UCK1	20	18
UCK1_5	UCK1	10	11
USP24_1	USP24	42	54
USP24_2	USP24	15	7
USP24_3	USP24	14	43
USP24_4	USP24	32	83
USP24_5	USP24	50	44
WT1_1	WT1	5	5
WT1_2	WT1	4	2
WT1_3	WT1	30	41
WT1_4	WT1	2	0
WT1_5	WT1	2	1
XPA_1	XPA	3	3
XPA_2	XPA	19	7
XPA_3	XPA	8	6
XPA_4	XPA	2	3
XPA_5	XPA	30	24
candidate5_1	candidate5	36	32
candidate5_2	candidate5	36	38
candidate5_3	candidate5	15	34
candidate5_4	candidate5	40	56
candidate5_5	candidate5	12	16
candidate5_6	candidate5	4	21
candidate5_7	candidate5	5	13
candidate5_8	candidate5	2	4
candidate5_9	candidate5	21	20
candidate5_10	candidate5	7	16
candidate6_1	candidate6	4	6
candidate6_2	candidate6	6	8
candidate6_3	candidate6	20	17
candidate6_4	candidate6	1	9
candidate6_5	candidate6	46	43
candidate6_6	candidate6	7	2
candidate6_7	candidate6	0	1
candidate6_8	candidate6	26	27
candidate6_9	candidate6	7	9
candidate6_10	candidate6	11	16
candidate7_1	candidate7	7	4
candidate7_2	candidate7	32	23
candidate7_3	candidate7	0	0
candidate7_4	candidate7	0	1
candidate7_5	candidate7	60	74
candidate7_6	candidate7	0	0
candidate7_7	candidate7	13	10
candidate7_8	candidate7	9	19
candidate7_9	candidate7	19	22
candidate7_10	candidate7	12	26
candidate9_1	candidate9	18	19
candidate9_2	candidate9	10	18
candidate9_3	candidate9	23	16
candidate9_4	candidate9	6	13
candidate9_5	candidate9	21	34
candidate9_6	candidate9	52	65
candidate9_7	candidate9	19	8
candidate9_8	candidate9	13	26
candidate9_9	candidate9	24	41
candidate9_10	candidate9	7	14
candidate50_1	candidate50	0	0
candidate50_2	candidate50	16	12
candidate50_3	candidate50	8	5
candidate50_4	candidate50	5	4
candidate50_5	candidate50	33	42
candidate50_6	candidate50	4	7
candidate50_7	candidate50	7	19
candidate50_8	candidate50	6	7
candidate50_9	candidate50	17	25
candidate50_10	candidate50	21	6
candidate51_1	candidate51	41	30
candidate51_2	candidate51	162	267
candidate51_3	candidate51	34	44
candidate51_4	candidate51	9	3
candidate51_5	candidate51	79	101
candidate51_6	candidate51	15	11
candidate51_7	candidate51	19	44
candidate51_8	candidate51	3	1
candidate51_9	candidate51	73	65
candidate51_10	candidate51	7	6
candidate52_1	candidate52	27	24
candidate52_2	candidate52	7	5
candidate52_3	candidate52	14	25
candidate52_4	candidate52	30	23
candidate52_5	candidate52	2	1
candidate52_6	candidate52	41	42
candidate52_7	candidate52	0	0
candidate52_8	candidate52	33	60
candidate52_9	candidate52	5	0
candidate52_10	candidate52	5	1
candidate54_1	candidate54	5	11
candidate54_2	candidate54	16	16
candidate54_3	candidate54	11	6
candidate54_4	candidate54	4	5
candidate54_5	candidate54	7	6
candidate54_6	candidate54	37	37
candidate54_7	candidate54	7	9
candidate54_8	candidate54	19	22
