id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
candidate753	6	0.33315	0.51377	1.0	251	2	-0.13487	0.13964	0.25425	1.0	146	1	-0.13487
candidate947	3	0.33711	0.41851	1.0	252	1	-0.096416	0.63922	0.65239	1.0	376	1	-0.096416
candidate782	5	0.33784	0.49656	1.0	253	1	0.42043	0.096439	0.18335	0.939709	118	3	0.42043
candidate721	5	0.34027	0.49656	1.0	254	2	-0.25864	0.60373	0.69017	1.0	360	1	-0.25864
candidate57	4	0.34383	0.48513	1.0	255	2	0.055443	0.15791	0.26181	1.0	152	2	0.055443
HNRNPM	4	0.34957	0.48986	1.0	256	1	-0.21187	0.87765	0.88172	1.0	481	0	-0.21187
candidate55	5	0.35105	0.50119	1.0	257	1	0.14462	0.41009	0.55726	1.0	284	2	0.14462
candidate597	5	0.35105	0.50119	1.0	258	1	0.28539	0.35753	0.52729	1.0	260	2	0.28539
TSSRPL3	3	0.35123	0.43388	1.0	259	1	0.29486	0.66833	0.6932	1.0	384	1	0.29486
candidate686	3	0.35123	0.43388	1.0	260	1	-0.014167	0.67501	0.69827	1.0	388	1	-0.014167
candidate79	2	0.35906	0.37441	1.0	261	1	0.078767	0.45246	0.47471	1.0	298	1	0.078767
TSSKEAP1	5	0.35958	0.51547	1.0	262	2	-0.26782	0.97674	0.97528	1.0	537	0	-0.26782
candidate533	5	0.35958	0.51547	1.0	263	2	-0.283	0.78135	0.80792	1.0	432	1	-0.283
candidate681	7	0.36385	0.5736	1.0	264	2	0.13037	0.029594	0.10832	0.900437	51	3	0.13037
candidate672	5	0.36904	0.52449	1.0	265	2	0.13037	0.83449	0.85305	1.0	460	1	0.13037
candidate732	5	0.36946	0.52449	1.0	266	1	0.24282	0.27759	0.4151	1.0	212	1	0.24282
candidate754	5	0.37148	0.52449	1.0	267	2	-0.19359	0.093117	0.17868	0.926733	114	2	-0.19359
TSSWT1	2	0.37396	0.39467	1.0	268	1	-0.1893	0.80643	0.79556	1.0	440	0	-0.1893
TSSADAT1	2	0.37488	0.39467	1.0	269	1	-0.34942	0.69846	0.692	1.0	396	0	-0.34942
candidate529	5	0.3755	0.52983	1.0	270	1	-0.16264	0.31439	0.48783	1.0	239	1	-0.16264
XPA	5	0.37644	0.53189	1.0	271	2	-0.46157	0.8654	0.88067	1.0	477	0	-0.46157
candidate59	5	0.37644	0.53189	1.0	272	2	0.12079	0.84962	0.87125	1.0	469	0	0.12079
candidate663	4	0.38388	0.51285	1.0	273	1	0.052089	0.4419	0.54851	1.0	293	1	0.052089
PCDHGC4	3	0.38735	0.47863	1.0	274	1	0.27941	0.60845	0.62924	1.0	363	1	0.27941
candidate630	4	0.38821	0.51286	1.0	275	1	0.022653	0.29002	0.44106	1.0	221	1	0.022653
candidate639	5	0.39205	0.54622	1.0	276	2	0.041261	0.054335	0.14377	0.900437	73	1	0.041261
unknown2345	6	0.39257	0.56696	1.0	277	1	0.22964	0.04516	0.11541	0.900437	62	3	0.22964
TSSSNAPC5	3	0.3945	0.47863	1.0	278	1	-1.0663	0.88675	0.88105	1.0	484	0	-1.0663
candidate940	5	0.39821	0.55766	1.0	279	2	-0.2699	0.24547	0.37988	1.0	196	1	-0.2699
RPS19	4	0.40264	0.51736	1.0	280	1	0.306	0.29316	0.44592	1.0	222	2	0.306
candidate687	4	0.40634	0.51736	1.0	281	1	-0.11017	0.73806	0.75233	1.0	413	1	-0.11017
candidate777	5	0.40846	0.56254	1.0	282	2	-0.070981	0.8422	0.86015	1.0	465	1	-0.070981
candidate64	4	0.40897	0.51971	1.0	283	1	0.0096262	0.31501	0.46076	1.0	240	1	0.0096262
RPSA	2	0.40923	0.4289	1.0	284	1	0.19441	0.16383	0.22803	0.94398	159	1	0.19441
STK11	3	0.41026	0.47864	1.0	285	1	0.54602	0.062778	0.094469	0.900437	85	2	0.54602
TSSSESN2	2	0.41759	0.44911	1.0	286	1	-0.26584	0.8209	0.81609	1.0	450	0	-0.26584
candidate72	4	0.41941	0.53351	1.0	287	1	0.30363	0.19076	0.29126	1.0	168	2	0.30363
candidate725	5	0.42156	0.57608	1.0	288	1	0.16663	0.78932	0.81144	1.0	436	1	0.16663
candidate619	5	0.42399	0.57608	1.0	289	2	0.029578	0.15961	0.28032	1.0	156	2	0.029578
candidate514	5	0.42399	0.57608	1.0	290	2	0.35626	0.05996	0.15152	0.900437	82	3	0.35626
TSSHNRNPM	2	0.43208	0.46345	1.0	291	1	-0.34482	0.74016	0.74177	1.0	414	0	-0.34482
ATP7B	3	0.43499	0.49385	1.0	292	1	-0.29139	0.85143	0.85413	1.0	471	0	-0.29139
candidate584	6	0.44821	0.61052	1.0	293	2	-0.10257	0.73049	0.8024	1.0	410	1	-0.10257
candidate537	6	0.44821	0.61052	1.0	294	1	0.065493	0.90521	0.92169	1.0	493	0	0.065493
candidate759	6	0.45749	0.62363	1.0	295	2	0.22858	0.10969	0.22386	0.94398	125	2	0.22858
candidate605	5	0.45893	0.61981	1.0	296	1	0.43154	0.11439	0.20349	0.94398	130	3	0.43154
candidate647	3	0.46019	0.49386	1.0	297	1	-0.22587	0.78505	0.79431	1.0	434	0	-0.22587
TSSPLK1	1	0.46179	0.46851	1.0	298	0	-0.10506	0.53821	0.53149	1.0	339	0	-0.10506
candidate596	5	0.46604	0.61982	1.0	299	1	0.34205	0.33945	0.50994	1.0	253	2	0.34205
candidate694	6	0.46856	0.63198	1.0	300	1	0.019491	0.10609	0.22385	0.94398	122	2	0.019491
candidate727	3	0.47288	0.51339	1.0	301	1	-0.22132	0.96171	0.96019	1.0	518	0	-0.22132
candidate590	4	0.47632	0.59594	1.0	302	1	0.5668	0.018352	0.053352	0.900437	31	3	0.5668
candidate637	5	0.4789	0.62383	1.0	303	1	0.49713	0.022238	0.071108	0.900437	39	3	0.49713
candidate68	4	0.48774	0.59594	1.0	304	1	0.13979	0.30225	0.45346	1.0	226	2	0.13979
candidate667	4	0.5013	0.59595	1.0	305	1	0.0055579	0.81043	0.82967	1.0	441	0	0.0055579
candidate513	6	0.50288	0.66553	1.0	306	2	0.0064389	0.32309	0.49807	1.0	243	2	0.0064389
candidate556	2	0.5037	0.52257	1.0	307	1	-0.018363	0.36218	0.37721	1.0	263	1	-0.018363
ING5	4	0.50545	0.59595	1.0	308	1	0.43486	0.25814	0.40666	1.0	204	2	0.43486
candidate74	5	0.5138	0.65532	1.0	309	1	-0.25177	0.406	0.55336	1.0	278	2	-0.25177
candidate636	5	0.5138	0.65532	1.0	310	1	0.072895	0.10717	0.19822	0.94398	123	1	0.072895
candidate505	6	0.51458	0.67345	1.0	311	2	0.22131	0.53953	0.68039	1.0	340	2	0.22131
TSSSRGAP2	2	0.5168	0.52258	1.0	312	0	-0.13412	0.56922	0.58683	1.0	349	0	-0.13412
candidate624	4	0.51684	0.60075	1.0	313	1	-0.058377	0.4037	0.52987	1.0	277	1	-0.058377
candidate632	6	0.5186	0.67346	1.0	314	2	-0.09278	0.85763	0.87453	1.0	474	1	-0.09278
TSSUCK1	3	0.51952	0.55491	1.0	315	1	0.20173	0.21159	0.34276	1.0	179	2	0.20173
candidate662	5	0.5316	0.66724	1.0	316	1	0.008016	0.075298	0.15975	0.916936	99	2	0.008016
candidate992	4	0.53379	0.60994	1.0	317	1	0.24813	0.60342	0.65099	1.0	359	1	0.24813
candidate546	5	0.53741	0.67124	1.0	318	1	0.17076	0.058986	0.15024	0.900437	79	2	0.17076
candidate520	3	0.53898	0.57043	1.0	319	1	-0.21726	0.24803	0.37558	1.0	199	1	-0.21726
TSSGRIA2	4	0.54166	0.60994	1.0	320	1	0.42063	0.011835	0.047351	0.900437	19	2	0.42063
TSSTGFB1	3	0.54523	0.57549	1.0	321	1	-0.19669	0.077442	0.1116	0.900437	100	1	-0.19669
RPL14	5	0.54835	0.68343	1.0	322	1	-0.15169	0.27233	0.41509	1.0	211	2	-0.15169
TSSPAX5	4	0.54857	0.60995	1.0	323	1	0.066081	0.52	0.58944	1.0	333	1	0.066081
TSSRPL8	2	0.55034	0.54874	1.0	324	0	-0.21416	0.75369	0.75559	1.0	419	0	-0.21416
candidate731	5	0.55093	0.68555	1.0	325	1	0.22551	0.26312	0.40834	1.0	207	2	0.22551
candidate712	4	0.55114	0.60995	1.0	326	1	0.48628	0.093623	0.1714	0.922231	115	2	0.48628
candidate642	4	0.55199	0.60995	1.0	327	1	0.11441	0.28276	0.43461	1.0	216	2	0.11441
candidate683	3	0.55689	0.59564	1.0	328	1	-0.19142	0.73766	0.74322	1.0	412	0	-0.19142
candidate570	4	0.55836	0.60995	1.0	329	1	-0.052222	0.4095	0.53205	1.0	281	1	-0.052222
candidate580	4	0.56341	0.61446	1.0	330	1	0.32965	0.056342	0.12188	0.900437	75	2	0.32965
candidate573	4	0.56508	0.61447	1.0	331	1	-0.057679	0.14775	0.2426	0.976774	148	1	-0.057679
candidate621	3	0.56701	0.60097	1.0	332	1	-0.12827	0.064637	0.094479	0.900437	86	1	-0.12827
candidate538	6	0.56881	0.72791	1.0	333	2	0.54239	0.0095573	0.023366	0.794444	17	4	0.54239
TSSADAM17	3	0.57201	0.61108	1.0	334	1	-0.10706	0.87675	0.87852	1.0	480	0	-0.10706
candidate664	6	0.57306	0.72792	1.0	335	2	0.007513	0.2378	0.39422	1.0	190	2	0.007513
candidate937	5	0.57308	0.69155	1.0	336	1	-0.15261	0.3308	0.5026	1.0	246	1	-0.15261
TSSING5	3	0.57697	0.61604	1.0	337	1	0.22095	0.6153	0.6383	1.0	364	1	0.22095
TSSALDH16A1	2	0.57788	0.56908	1.0	338	0	0.12418	0.40983	0.42313	1.0	282	1	0.12418
candidate678	2	0.57839	0.56908	1.0	339	0	-0.069214	0.75233	0.75559	1.0	418	0	-0.069214
TSSSMAD4	2	0.5794	0.56908	1.0	340	0	0.56959	0.067815	0.10445	0.900437	90	1	0.56959
candidate628	4	0.58033	0.63265	1.0	341	1	0.12203	0.1436	0.24015	0.973329	147	2	0.12203
TSSKARS	2	0.58318	0.57358	1.0	342	0	-0.075241	0.59244	0.59579	1.0	357	0	-0.075241
OR5V1	4	0.58639	0.63265	1.0	343	1	0.11195	0.23161	0.34359	1.0	188	1	0.11195
candidate705	4	0.5884	0.63265	1.0	344	1	-0.079386	0.39465	0.52769	1.0	275	1	-0.079386
TSSABCA13	4	0.59	0.63265	1.0	345	1	0.32752	0.19076	0.29126	1.0	169	2	0.32752
candidate684	4	0.5908	0.63265	1.0	346	1	-0.16314	0.5888	0.64078	1.0	355	1	-0.16314
candidate700	5	0.6028	0.69553	1.0	347	1	-0.05645	0.62198	0.70003	1.0	368	1	-0.05645
candidate598	3	0.60532	0.63657	1.0	348	1	-0.088938	0.60089	0.62495	1.0	358	1	-0.088938
candidate587	3	0.60845	0.63657	1.0	349	1	0.086418	0.47517	0.51296	1.0	310	1	0.086418
candidate675	4	0.61115	0.6518	1.0	350	1	-0.05341	0.85364	0.85361	1.0	473	0	-0.05341
candidate66	5	0.61203	0.70413	1.0	351	1	0.1573	0.20456	0.35377	1.0	174	2	0.1573
TSSEPC1	3	0.61838	0.63658	1.0	352	1	0.94845	0.10047	0.15216	0.900437	120	2	0.94845
candidate553	4	0.62367	0.66597	1.0	353	1	0.15962	0.18712	0.29126	1.0	166	2	0.15962
candidate603	3	0.62511	0.64125	1.0	354	1	0.30091	0.061273	0.092825	0.900437	83	2	0.30091
RPL21	5	0.62643	0.70414	1.0	355	1	0.083286	0.28209	0.42109	1.0	215	2	0.083286
candidate953	5	0.63084	0.70414	1.0	356	1	0.40979	0.11116	0.20097	0.94398	126	3	0.40979
candidate751	3	0.63236	0.64869	1.0	357	1	0.19799	0.11138	0.1748	0.922231	128	1	0.19799
candidate977	4	0.6388	0.68015	1.0	358	1	-0.027398	0.20175	0.29795	1.0	173	1	-0.027398
candidate778	5	0.63997	0.70414	1.0	359	1	-0.10423	0.092521	0.17868	0.926733	113	2	-0.10423
PTEN	3	0.64336	0.66562	1.0	360	1	-0.041123	0.13919	0.2176	0.94398	145	1	-0.041123
candidate644	6	0.64438	0.76393	1.0	361	1	0.23589	0.045881	0.11542	0.900437	63	2	0.23589
candidate979	6	0.64782	0.76393	1.0	362	1	0.039992	0.31629	0.49806	1.0	242	1	0.039992
candidate666	5	0.65103	0.71615	1.0	363	1	0.21779	0.0081651	0.015701	0.771212	12	3	0.21779
candidate506	2	0.65665	0.65955	1.0	364	0	0.52688	0.1907	0.22804	0.94398	167	1	0.52688
BCL2L1	3	0.65786	0.67086	1.0	365	1	-0.32068	0.63655	0.64795	1.0	373	1	-0.32068
candidate634	6	0.65847	0.76731	1.0	366	1	-0.05645	0.51368	0.66708	1.0	331	2	-0.05645
candidate980	2	0.6587	0.66158	1.0	367	0	0.2202	0.38318	0.39605	1.0	274	1	0.2202
TSSRNF43	2	0.66211	0.66355	1.0	368	0	-0.16643	0.81508	0.81165	1.0	444	0	-0.16643
RPL23A	4	0.66356	0.70267	1.0	369	1	0.16221	0.67209	0.70366	1.0	387	1	0.16221
candidate710	4	0.66459	0.70267	1.0	370	1	0.050677	0.5655	0.62623	1.0	347	1	0.050677
candidate552	4	0.66802	0.70708	1.0	371	1	0.29151	0.27047	0.4284	1.0	210	2	0.29151
candidate640	3	0.67001	0.67566	1.0	372	0	0.025279	0.55893	0.59253	1.0	345	1	0.025279
candidate735	4	0.67175	0.70709	1.0	373	1	-0.13024	0.84089	0.84022	1.0	464	0	-0.13024
EPC1	3	0.67252	0.6781	1.0	374	0	0.53983	0.16769	0.25754	1.0	161	2	0.53983
candidate550	4	0.68046	0.72036	1.0	375	1	0.023328	0.19933	0.29127	1.0	172	2	0.023328
TSSBRCA2	4	0.68703	0.72037	1.0	376	1	0.0078432	0.67209	0.70366	1.0	386	1	0.0078432
candidate522	4	0.68769	0.72037	1.0	377	1	-0.17292	0.73433	0.75232	1.0	411	1	-0.17292
candidate615	4	0.68834	0.72037	1.0	378	1	0.10529	0.77858	0.80201	1.0	431	1	0.10529
candidate932	4	0.69093	0.72267	1.0	379	1	-0.11603	0.76625	0.78964	1.0	425	1	-0.11603
SLC24A1	4	0.69093	0.72267	1.0	380	1	0.77459	0.024728	0.064909	0.900437	43	3	0.77459
candidate657	5	0.69104	0.74027	1.0	381	1	0.44989	0.052816	0.1413	0.900437	69	3	0.44989
candidate998	4	0.69351	0.72498	1.0	382	1	0.032107	0.68112	0.70559	1.0	393	1	0.032107
candidate674	4	0.69703	0.72499	1.0	383	1	0.14394	0.2269	0.33414	1.0	186	2	0.14394
MSMO1	3	0.69848	0.69749	1.0	384	0	0.38961	0.091773	0.14723	0.900437	111	2	0.38961
candidate567	4	0.70051	0.72499	1.0	385	1	-0.034098	0.59199	0.6429	1.0	356	1	-0.034098
candidate649	2	0.70273	0.71405	1.0	386	0	-0.031884	0.72891	0.7235	1.0	408	0	-0.031884
candidate576	5	0.70524	0.75273	1.0	387	1	-0.46157	0.97349	0.9712	1.0	531	0	-0.46157
candidate568	5	0.70524	0.75273	1.0	388	1	0.53178	0.12491	0.21535	0.94398	137	2	0.53178
candidate665	5	0.70524	0.75273	1.0	389	1	0.26834	0.3057	0.47527	1.0	230	2	0.26834
candidate629	5	0.70524	0.75273	1.0	390	1	0.14501	0.044977	0.1201	0.900437	61	2	0.14501
candidate599	5	0.70524	0.75273	1.0	391	1	-0.15525	0.97485	0.97353	1.0	533	0	-0.15525
EIF2AK4	4	0.70771	0.73912	1.0	392	1	-0.010624	0.38171	0.52768	1.0	272	1	-0.010624
TSSEIF5B	2	0.71096	0.71954	1.0	393	0	-0.007278	0.69503	0.69199	1.0	395	0	-0.007278
candidate770	3	0.71727	0.71804	1.0	394	0	0.10538	0.25189	0.37558	1.0	201	1	0.10538
candidate698	4	0.72439	0.73913	1.0	395	1	0.16504	0.089591	0.16672	0.922231	110	2	0.16504
RBM5	5	0.72487	0.76519	1.0	396	1	0.040595	0.41009	0.55726	1.0	283	2	0.040595
TSSRB1	3	0.725	0.71805	1.0	397	0	-0.098375	0.7591	0.75982	1.0	420	0	-0.098375
candidate764	2	0.72708	0.73458	1.0	398	0	0.34188	0.059516	0.083497	0.900437	81	1	0.34188
candidate61	5	0.72833	0.76723	1.0	399	1	-0.023888	0.022217	0.071108	0.900437	38	2	-0.023888
candidate986	4	0.7326	0.74858	1.0	400	1	0.13862	0.42715	0.54029	1.0	288	1	0.13862
candidate549	4	0.73376	0.74858	1.0	401	1	0.41005	0.014605	0.048777	0.900437	24	2	0.41005
candidate745	4	0.73462	0.74859	1.0	402	1	0.25199	0.24684	0.38679	1.0	198	2	0.25199
candidate994	4	0.73462	0.74859	1.0	403	1	0.20412	0.82752	0.83657	1.0	458	0	0.20412
candidate564	4	0.73549	0.74859	1.0	404	1	0.032434	0.78653	0.81253	1.0	435	0	0.032434
TSSATP7B	3	0.7355	0.72664	1.0	405	0	-0.05645	0.54107	0.56902	1.0	341	1	-0.05645
TSSPTCH1	2	0.73697	0.74169	1.0	406	0	0.53876	0.072327	0.11105	0.900437	93	1	0.53876
candidate714	4	0.74006	0.75806	1.0	407	1	0.36863	0.089103	0.16672	0.922231	109	3	0.36863
FBXL7	4	0.74317	0.76047	1.0	408	1	0.038453	0.40739	0.53204	1.0	280	1	0.038453
candidate76	4	0.74317	0.76047	1.0	409	1	-0.065799	0.44039	0.54851	1.0	292	1	-0.065799
candidate768	4	0.75068	0.77173	1.0	410	1	0.21527	0.059305	0.12189	0.900437	80	2	0.21527
candidate733	5	0.75314	0.78902	1.0	411	1	0.090258	0.037135	0.10079	0.900437	56	2	0.090258
CLEC2B	3	0.75706	0.75136	1.0	412	0	0.023653	0.039811	0.080764	0.900437	59	1	0.023653
candidate707	4	0.75883	0.77173	1.0	413	1	0.26199	0.16485	0.26607	1.0	160	2	0.26199
candidate997	4	0.7615	0.77174	1.0	414	0	0.029305	0.083781	0.16031	0.916936	107	1	0.029305
PPP1R2P9	5	0.76408	0.80091	1.0	415	1	0.12361	0.1353	0.23137	0.94398	143	2	0.12361
TSSLCP1	4	0.7652	0.77174	1.0	416	0	0.8567	0.02396	0.062611	0.900437	41	3	0.8567
candidate521	6	0.76914	0.81418	1.0	417	1	0.16194	0.46994	0.63265	1.0	309	2	0.16194
candidate935	4	0.77016	0.77394	1.0	418	0	0.48533	0.23009	0.33797	1.0	187	2	0.48533
candidate789	3	0.7746	0.77607	1.0	419	0	0.0083726	0.61838	0.6383	1.0	366	1	0.0083726
TSSPLXNB2	3	0.7746	0.77607	1.0	420	0	-0.060853	0.42332	0.46549	1.0	287	1	-0.060853
SNAPC5	3	0.77547	0.77607	1.0	421	0	0.10467	0.66383	0.68849	1.0	382	1	0.10467
KEAP1	4	0.77606	0.78477	1.0	422	0	0.021318	0.16013	0.26606	1.0	157	1	0.021318
FAM188A	4	0.77656	0.78477	1.0	423	0	0.16139	0.1505	0.25009	1.0	150	2	0.16139
candidate760	5	0.78251	0.80891	1.0	424	1	0.0342	0.56961	0.66997	1.0	350	1	0.0342
candidate648	4	0.78283	0.78478	1.0	425	0	0.26237	0.096854	0.17386	0.922231	119	1	0.26237
RPL30	3	0.78693	0.79502	1.0	426	0	0.015296	0.84596	0.8496	1.0	466	0	0.015296
RPL18A	4	0.79018	0.79397	1.0	427	0	0.229	0.014733	0.048787	0.900437	25	2	0.229
candidate691	4	0.79018	0.79397	1.0	428	0	-0.096139	0.8791	0.88172	1.0	482	0	-0.096139
candidate571	4	0.79354	0.79398	1.0	429	0	0.11117	0.28177	0.43189	1.0	214	2	0.11117
RNF111	4	0.79781	0.79624	1.0	430	0	-0.072176	0.93933	0.94003	1.0	509	0	-0.072176
TSSCLSTN3	3	0.79881	0.80028	1.0	431	0	0.087697	0.8214	0.82189	1.0	451	0	0.087697
ADAMTSL3	6	0.80001	0.84063	1.0	432	1	-0.12256	0.4829	0.64401	1.0	314	2	-0.12256
candidate562	3	0.80101	0.80209	1.0	433	0	-0.10773	0.76405	0.7635	1.0	423	0	-0.10773
TSSETV6	1	0.80721	0.80807	1.0	434	0	0.33626	0.19279	0.19193	0.939709	170	1	0.33626
candidate693	4	0.8075	0.81251	1.0	435	0	0.28362	0.23811	0.35971	1.0	192	2	0.28362
SLC6A11	6	0.81339	0.84393	1.0	436	1	0.46592	0.017977	0.074891	0.900437	30	3	0.46592
TSSEPHA2	2	0.81441	0.81629	1.0	437	0	0.32272	0.28625	0.28886	1.0	218	1	0.32272
candidate579	4	0.81597	0.81442	1.0	438	0	-0.047456	0.48538	0.56482	1.0	317	1	-0.047456
candidate612	10	0.81774	0.91593	1.0	439	1	0.28691	0.70465	0.85829	1.0	399	2	0.28691
unknown466	4	0.81967	0.81443	1.0	440	0	0.38647	0.58276	0.63463	1.0	352	1	0.38647
candidate989	5	0.82162	0.8403	1.0	441	1	0.48187	0.02793	0.079575	0.900437	46	4	0.48187
candidate52	4	0.82731	0.8182	1.0	442	0	-0.022336	0.45041	0.54852	1.0	296	1	-0.022336
candidate767	5	0.8317	0.84424	1.0	443	1	0.023723	0.45204	0.59957	1.0	297	2	0.023723
FSIP1	5	0.8317	0.84424	1.0	444	1	0.079239	0.21061	0.35378	1.0	178	2	0.079239
MEOX1	4	0.83186	0.82184	1.0	445	0	0.47188	0.0038929	0.00663	0.658442	6	2	0.47188
PIK3CG	3	0.83301	0.84128	1.0	446	0	0.011779	0.85307	0.85413	1.0	472	0	0.011779
CLSTN2	4	0.83451	0.82184	1.0	447	0	0.31032	0.042118	0.096687	0.900437	60	3	0.31032
TSSFAM188A	2	0.84047	0.8353	1.0	448	0	0.23473	0.53346	0.56401	1.0	338	0	0.23473
candidate736	5	0.84441	0.85021	1.0	449	0	0.31437	0.16932	0.30446	1.0	163	3	0.31437
candidate797	3	0.84746	0.85316	1.0	450	0	0.20747	0.70913	0.73046	1.0	402	0	0.20747
candidate614	5	0.84812	0.85581	1.0	451	0	0.16591	0.44434	0.58282	1.0	295	2	0.16591
ANKRD22	4	0.84841	0.8427	1.0	452	0	-0.0032196	0.83145	0.83658	1.0	459	0	-0.0032196
RB1	4	0.84841	0.8427	1.0	453	0	0.28311	0.093961	0.1714	0.922231	116	2	0.28311
EPHA2	4	0.84841	0.8427	1.0	454	0	0.56705	0.01581	0.050381	0.900437	27	3	0.56705
TSSAKT1	4	0.84841	0.8427	1.0	455	0	0.018388	0.82458	0.83657	1.0	455	0	0.018388
candidate660	5	0.85048	0.85582	1.0	456	0	-0.24955	0.765	0.79527	1.0	424	1	-0.24955
candidate622	5	0.85048	0.85582	1.0	457	0	0.74172	0.013957	0.042687	0.900437	23	3	0.74172
candidate709	6	0.85057	0.86698	1.0	458	1	0.14438	0.46994	0.63265	1.0	308	2	0.14438
E2F2	3	0.85225	0.85652	1.0	459	0	0.5906	0.019752	0.055491	0.900437	33	2	0.5906
ENDOD1	5	0.85281	0.85582	1.0	460	0	-0.05645	0.60373	0.69017	1.0	361	1	-0.05645
TP53	3	0.85534	0.86106	1.0	461	0	0.92936	0.0081945	0.020118	0.788447	13	2	0.92936
candidate646	6	0.86172	0.8736	1.0	462	1	0.3662	0.037959	0.10159	0.900437	57	4	0.3662
TSSATP7A	2	0.86268	0.8629	1.0	463	0	0.11503	0.5794	0.59578	1.0	351	0	0.11503
DTNB	5	0.86442	0.86526	1.0	464	0	-0.23273	0.95301	0.9518	1.0	512	0	-0.23273
candidate696	4	0.86562	0.86654	1.0	465	0	0.042562	0.7024	0.73095	1.0	398	1	0.042562
TSSATM	1	0.8692	0.88521	1.0	466	0	0.41332	0.1308	0.11479	0.900437	140	1	0.41332
TSSPPAP2C	3	0.86951	0.87079	1.0	467	0	1.292	0.00066911	0.0010547	0.356566	1	2	1.292
TSSPRDM1	2	0.87441	0.86807	1.0	468	0	0.23786	0.49957	0.51181	1.0	323	1	0.23786
TSSUSP24	4	0.87571	0.87813	1.0	469	0	0.18443	0.77402	0.7939	1.0	428	1	0.18443
RPL3	5	0.87602	0.88064	1.0	470	0	0.10837	0.21756	0.35937	1.0	181	2	0.10837
candidate75	5	0.87602	0.88064	1.0	471	0	0.31414	0.44202	0.58282	1.0	294	1	0.31414
candidate528	4	0.87781	0.87813	1.0	472	0	0.29205	0.60769	0.651	1.0	362	1	0.29205
candidate591	5	0.87947	0.88064	1.0	473	0	0.64578	0.017554	0.064503	0.900437	29	4	0.64578
candidate653	4	0.88005	0.88116	1.0	474	0	0.44356	0.057717	0.12188	0.900437	77	2	0.44356
DAG1	4	0.88506	0.8839	1.0	475	0	0.35479	0.34504	0.48108	1.0	256	1	0.35479
EIF5B	4	0.88781	0.88924	1.0	476	0	0.12411	0.12329	0.20787	0.94398	134	1	0.12411
GALNT5	6	0.88981	0.89188	1.0	477	0	0.40977	0.058087	0.14261	0.900437	78	4	0.40977
PAX5	3	0.8904	0.89348	1.0	478	0	0.37356	0.10569	0.16328	0.922231	121	2	0.37356
TSSSERPINB8	4	0.89124	0.89418	1.0	479	0	0.68098	0.028184	0.077505	0.900437	48	3	0.68098
CLSTN3	4	0.89213	0.89418	1.0	480	0	0.0095808	0.22132	0.33046	1.0	184	1	0.0095808
candidate532	6	0.89474	0.90017	1.0	481	0	0.03696	0.24638	0.40825	1.0	197	2	0.03696
candidate750	5	0.89493	0.88727	1.0	482	0	0.053845	0.048729	0.12829	0.900437	66	2	0.053845
RPL34	4	0.8983	0.90173	1.0	483	0	0.056817	0.82752	0.83657	1.0	457	0	0.056817
CDH4	4	0.89858	0.90173	1.0	484	0	0.12364	0.308	0.45347	1.0	232	2	0.12364
candidate905	3	0.89875	0.89608	1.0	485	0	0.60928	0.0091634	0.0311	0.900437	16	2	0.60928
CELF1	4	0.90011	0.90675	1.0	486	0	0.06825	0.81988	0.83303	1.0	448	0	0.06825
candidate669	6	0.90069	0.9017	1.0	487	0	0.16843	0.91746	0.93113	1.0	500	0	0.16843
TSSNHP2L1	4	0.9019	0.90915	1.0	488	0	0.28677	0.2449	0.36929	1.0	195	2	0.28677
candidate692	4	0.90272	0.90915	1.0	489	0	0.23508	0.208	0.3079	1.0	177	2	0.23508
TSSSPHK1	3	0.90375	0.90508	1.0	490	0	0.06656	0.71499	0.73447	1.0	403	0	0.06656
candidate625	3	0.90473	0.90509	1.0	491	0	0.52003	0.12375	0.19159	0.939709	136	2	0.52003
RPL39	3	0.90703	0.90948	1.0	492	0	0.29164	0.51194	0.53829	1.0	330	1	0.29164
candidate561	6	0.90749	0.90609	1.0	493	0	-0.0089997	0.45934	0.62203	1.0	300	2	-0.0089997
TSSGLTSCR2	4	0.90856	0.91575	1.0	494	0	0.64047	0.016862	0.051778	0.900437	28	3	0.64047
IK	3	0.91023	0.91154	1.0	495	0	0.12132	0.75016	0.75174	1.0	417	0	0.12132
candidate972	4	0.91339	0.91821	1.0	496	0	0.025248	0.52582	0.59351	1.0	336	1	0.025248
candidate574	4	0.91463	0.92041	1.0	497	0	0.0070012	0.46372	0.5564	1.0	306	1	0.0070012
candidate536	4	0.91682	0.92042	1.0	498	0	-0.048602	0.66972	0.70174	1.0	385	1	-0.048602
candidate786	6	0.91761	0.92004	1.0	499	0	0.015002	0.36045	0.56605	1.0	262	2	0.015002
candidate708	4	0.91766	0.92268	1.0	500	0	0.15258	0.36967	0.51912	1.0	266	2	0.15258
candidate512	5	0.92135	0.92562	1.0	501	0	0.22933	0.13495	0.23137	0.94398	142	3	0.22933
candidate723	6	0.92245	0.92005	1.0	502	0	0.33136	0.04925	0.11963	0.900437	67	3	0.33136
candidate938	3	0.92649	0.92589	1.0	503	0	0.1573	0.1513	0.22358	0.94398	151	1	0.1573
TSSEIF3G	2	0.92899	0.92439	1.0	504	0	0.39444	0.071007	0.11104	0.900437	92	2	0.39444
