ID	Gene	week0.1	week0.2	week4.1	week4.2
TSSCCND1_3_1	TSSCCND1	53	57	59	44
TSSCCND1_4_1	TSSCCND1	2	3	1	1
TSSCDH4_1_1	TSSCDH4	5	7	2	5
TSSCDH4_4_1	TSSCDH4	0	6	0	0
TSSCDH4_5_1	TSSCDH4	35	40	30	17
TSSCELF1_1_1	TSSCELF1	6	14	1	2
TSSCELF1_2_1	TSSCELF1	14	22	7	7
TSSCELF1_3_1	TSSCELF1	0	0	0	1
TSSCELF1_5_1	TSSCELF1	1	2	2	3
TSSCLEC2B_1_1	TSSCLEC2B	90	92	94	80
TSSCLEC2B_2_1	TSSCLEC2B	35	40	24	21
TSSCLEC2B_5_1	TSSCLEC2B	46	36	64	52
TSSCLSTN3_1_1	TSSCLSTN3	20	32	23	28
TSSCLSTN3_4_1	TSSCLSTN3	6	4	7	2
TSSCLSTN3_5_1	TSSCLSTN3	12	6	11	10
TSSDAG1_1_1	TSSDAG1	45	48	55	72
TSSDAG1_3_1	TSSDAG1	9	8	12	4
TSSDAG1_4_1	TSSDAG1	1	3	3	1
TSSE2F2_1_1	TSSE2F2	14	12	8	17
TSSE2F2_2_1	TSSE2F2	0	0	0	0
TSSE2F2_3_1	TSSE2F2	48	40	55	54
TSSEHMT2_1_1	TSSEHMT2	23	15	20	28
TSSEHMT2_3_1	TSSEHMT2	32	24	28	28
TSSEHMT2_4_1	TSSEHMT2	31	19	14	23
TSSEHMT2_5_1	TSSEHMT2	14	16	21	9
TSSEIF3G_1_1	TSSEIF3G	38	42	51	35
TSSEIF3G_4_1	TSSEIF3G	0	0	0	3
TSSEIF3G_5_1	TSSEIF3G	17	25	26	37
TSSEIF5B_1_1	TSSEIF5B	13	20	15	9
TSSEIF5B_4_1	TSSEIF5B	19	20	19	30
TSSEIF5B_5_1	TSSEIF5B	0	5	0	5
TSSEPC1_1_1	TSSEPC1	32	35	27	32
TSSEPC1_2_1	TSSEPC1	6	5	18	18
TSSEPC1_5_1	TSSEPC1	0	1	3	1
TSSEPHA2_1_1	TSSEPHA2	54	42	61	70
TSSEPHA2_4_1	TSSEPHA2	22	32	36	53
TSSERCC1_1_1	TSSERCC1	40	43	30	29
TSSERCC1_4_1	TSSERCC1	10	5	7	4
TSSERCC1_5_1	TSSERCC1	8	9	17	9
TSSETV6_1_1	TSSETV6	71	63	97	85
TSSFAM188A_1_1	TSSFAM188A	17	18	23	33
TSSFAM188A_5_1	TSSFAM188A	19	31	23	23
TSSGLTSCR2_1_1	TSSGLTSCR2	74	75	76	46
TSSGLTSCR2_2_1	TSSGLTSCR2	14	16	24	13
TSSGLTSCR2_4_1	TSSGLTSCR2	34	51	58	51
TSSGLTSCR2_5_1	TSSGLTSCR2	42	39	93	71
TSSGRIA2_1_1	TSSGRIA2	27	22	19	16
TSSGRIA2_2_1	TSSGRIA2	2	6	9	6
TSSGRIA2_3_1	TSSGRIA2	12	18	29	21
TSSGRIA2_4_1	TSSGRIA2	28	22	25	25
TSSHNRNPM_1_1	TSSHNRNPM	8	16	5	17
TSSHNRNPM_2_1	TSSHNRNPM	146	109	157	111
TSSIK_1_1	TSSIK	78	69	98	72
TSSIK_2_1	TSSIK	4	6	0	6
TSSING5_1_1	TSSING5	11	23	14	25
TSSING5_2_1	TSSING5	31	22	42	24
TSSING5_3_1	TSSING5	78	73	70	84
TSSKARS_1_1	TSSKARS	147	120	170	122
TSSKARS_3_1	TSSKARS	20	24	18	17
TSSKEAP1_1_1	TSSKEAP1	4	7	2	1
TSSKEAP1_2_1	TSSKEAP1	7	20	7	12
TSSKEAP1_3_1	TSSKEAP1	37	25	33	42
TSSKEAP1_4_1	TSSKEAP1	8	6	5	3
TSSKEAP1_5_1	TSSKEAP1	0	1	1	6
TSSLATS1_1_1	TSSLATS1	83	54	66	68
TSSLATS1_4_1	TSSLATS1	10	6	1	6
TSSLATS1_5_1	TSSLATS1	8	12	8	15
TSSLCP1_1_1	TSSLCP1	13	15	22	14
TSSLCP1_2_1	TSSLCP1	6	20	15	15
TSSLCP1_3_1	TSSLCP1	1	7	4	6
TSSLCP1_4_1	TSSLCP1	33	31	29	23
TSSMSMO1_1_1	TSSMSMO1	91	79	127	85
TSSMSMO1_5_1	TSSMSMO1	1	5	3	1
TSSNF1_1_1	TSSNF1	22	28	12	28
TSSNF1_2_1	TSSNF1	248	229	254	262
TSSNF1_5_1	TSSNF1	13	14	12	6
TSSNFE2L2_1_1	TSSNFE2L2	43	37	31	49
TSSNFE2L2_4_1	TSSNFE2L2	7	4	13	22
TSSNFE2L2_5_1	TSSNFE2L2	18	10	7	9
TSSNHP2L1_1_1	TSSNHP2L1	17	16	20	29
TSSNHP2L1_2_1	TSSNHP2L1	3	7	7	8
TSSNHP2L1_4_1	TSSNHP2L1	18	18	27	12
TSSNHP2L1_5_1	TSSNHP2L1	37	40	37	39
TSSOR5V1_1_1	TSSOR5V1	2	3	12	4
TSSOR5V1_2_1	TSSOR5V1	25	38	40	43
TSSOR5V1_3_1	TSSOR5V1	17	21	23	14
TSSPAX5_1_1	TSSPAX5	47	45	37	48
TSSPAX5_2_1	TSSPAX5	27	45	34	43
TSSPAX5_3_1	TSSPAX5	16	21	27	36
TSSPAX5_5_1	TSSPAX5	3	3	3	5
TSSPCDHGC4_1_1	TSSPCDHGC4	33	48	36	67
TSSPCDHGC4_2_1	TSSPCDHGC4	0	6	0	2
TSSPCDHGC4_3_1	TSSPCDHGC4	8	6	3	11
TSSPLK1_1_1	TSSPLK1	20	14	20	32
TSSPLK1_3_1	TSSPLK1	0	0	0	0
TSSPLK1_4_1	TSSPLK1	0	0	0	0
TSSPLXNB2_1_1	TSSPLXNB2	16	17	27	28
TSSPLXNB2_4_1	TSSPLXNB2	30	29	31	51
TSSPLXNB2_5_1	TSSPLXNB2	39	46	37	30
TSSPPAP2C_1_1	TSSPPAP2C	22	31	23	14
TSSPPAP2C_2_1	TSSPPAP2C	3	20	16	5
TSSPPAP2C_4_1	TSSPPAP2C	18	25	49	19
TSSPPIL2_1_1	TSSPPIL2	76	102	91	92
TSSPPIL2_2_1	TSSPPIL2	33	37	17	28
TSSPPIL2_3_1	TSSPPIL2	19	24	27	32
TSSPPIL2_4_1	TSSPPIL2	22	18	24	26
TSSPRDM1_1_1	TSSPRDM1	30	53	40	46
TSSPRDM1_3_1	TSSPRDM1	40	57	49	74
TSSPTCH1_1_1	TSSPTCH1	15	20	36	16
TSSPTCH1_2_1	TSSPTCH1	139	123	147	141
TSSRB1_1_1	TSSRB1	16	39	14	43
TSSRB1_2_1	TSSRB1	8	15	8	21
TSSRB1_3_1	TSSRB1	10	11	13	9
TSSRBM5_1_1	TSSRBM5	2	11	1	15
TSSRBM5_2_1	TSSRBM5	27	26	19	26
TSSRBM5_4_1	TSSRBM5	12	20	19	24
TSSRBM5_5_1	TSSRBM5	6	13	3	15
TSSRNF43_1_1	TSSRNF43	19	36	18	77
TSSRNF43_2_1	TSSRNF43	30	32	29	19
TSSRPL3_1_1	TSSRPL3	24	30	32	44
TSSRPL3_3_1	TSSRPL3	7	15	10	7
TSSRPL3_4_1	TSSRPL3	3	0	0	1
TSSRPL8_1_1	TSSRPL8	20	31	21	15
TSSRPL8_4_1	TSSRPL8	10	12	8	14
TSSRRM2B_1_1	TSSRRM2B	160	137	134	159
TSSRRM2B_2_1	TSSRRM2B	57	63	44	70
TSSSERPINB8_1_1	TSSSERPINB8	16	10	15	16
TSSSERPINB8_2_1	TSSSERPINB8	8	12	20	19
TSSSERPINB8_3_1	TSSSERPINB8	14	12	27	15
TSSSERPINB8_4_1	TSSSERPINB8	16	18	26	18
TSSSESN2_1_1	TSSSESN2	54	56	46	103
TSSSESN2_4_1	TSSSESN2	15	17	14	22
TSSSLC7A1_1_1	TSSSLC7A1	50	33	29	39
TSSSLC7A1_2_1	TSSSLC7A1	19	13	9	9
TSSSLC7A1_3_1	TSSSLC7A1	3	10	2	13
TSSSLC24A1_1_1	TSSSLC24A1	24	30	18	24
TSSSLC24A1_2_1	TSSSLC24A1	1	1	0	9
TSSSLC24A1_4_1	TSSSLC24A1	4	7	1	7
TSSSLC24A1_5_1	TSSSLC24A1	26	25	13	43
TSSSMAD4_1_1	TSSSMAD4	139	63	139	90
TSSSMAD4_3_1	TSSSMAD4	10	10	27	18
TSSSNAPC5_1_1	TSSSNAPC5	5	7	2	9
TSSSNAPC5_3_1	TSSSNAPC5	34	25	35	24
TSSSNAPC5_5_1	TSSSNAPC5	1	2	0	0
TSSSNRNP200_1_1	TSSSNRNP200	22	30	13	43
TSSSNRNP200_4_1	TSSSNRNP200	41	55	77	79
TSSSPHK1_1_1	TSSSPHK1	15	29	17	19
TSSSPHK1_2_1	TSSSPHK1	52	62	58	59
TSSSPHK1_3_1	TSSSPHK1	7	9	10	4
TSSSRGAP2_1_1	TSSSRGAP2	141	132	165	142
TSSSRGAP2_2_1	TSSSRGAP2	16	13	13	12
TSSSTK11_1_1	TSSSTK11	25	42	41	59
TSSSTK11_3_1	TSSSTK11	5	12	11	11
TSSTGFB1_1_1	TSSTGFB1	15	33	14	13
TSSTGFB1_2_1	TSSTGFB1	16	11	11	6
TSSTGFB1_3_1	TSSTGFB1	1	0	6	8
TSSTGFBR2_1_1	TSSTGFBR2	4	2	6	10
TSSTGFBR2_2_1	TSSTGFBR2	2	12	8	13
TSSTGFBR2_3_1	TSSTGFBR2	11	9	19	15
TSSTGFBR2_4_1	TSSTGFBR2	3	14	13	6
TSSTP53_1_1	TSSTP53	6	14	18	19
TSSTP53_3_1	TSSTP53	31	21	17	25
TSSTP53_4_1	TSSTP53	0	0	0	0
TSSUCK1_1_1	TSSUCK1	6	25	14	24
TSSUCK1_2_1	TSSUCK1	74	50	92	59
TSSUCK1_5_1	TSSUCK1	2	5	1	4
TSSUSP24_1_1	TSSUSP24	0	1	0	2
TSSUSP24_2_1	TSSUSP24	25	18	27	43
TSSUSP24_3_1	TSSUSP24	9	3	8	2
TSSUSP24_4_1	TSSUSP24	6	6	9	4
TSSUSP24_5_1	TSSUSP24	12	17	17	21
TSSWT1_1_1	TSSWT1	79	68	69	73
TSSWT1_4_1	TSSWT1	89	98	91	128
TSSXPA_1_1	TSSXPA	105	95	75	99
TSSXPA_5_1	TSSXPA	0	1	0	2
UCK1_1	UCK1	59	50	50	57
UCK1_3	UCK1	27	43	17	34
UCK1_5	UCK1	1	9	8	15
USP24_1	USP24	2	7	12	7
USP24_2	USP24	10	9	12	17
USP24_3	USP24	51	38	35	40
USP24_4	USP24	58	37	48	58
USP24_5	USP24	44	43	48	30
WT1_1	WT1	8	3	1	1
WT1_2	WT1	2	2	5	4
WT1_3	WT1	13	5	9	25
WT1_4	WT1	10	5	19	0
WT1_5	WT1	27	20	34	16
XPA_1	XPA	0	1	2	1
XPA_2	XPA	5	25	3	5
XPA_3	XPA	10	9	5	8
XPA_4	XPA	8	6	6	8
XPA_5	XPA	4	6	4	7
candidate5_1	candidate5	103	106	83	158
candidate5_5	candidate5	94	106	87	122
candidate5_8	candidate5	1	1	2	2
candidate5_10	candidate5	7	20	20	21
candidate6_1	candidate6	10	17	5	22
candidate6_2	candidate6	13	19	22	15
candidate6_3	candidate6	28	31	22	17
candidate6_5	candidate6	48	42	34	40
candidate6_8	candidate6	24	27	23	36
candidate6_10	candidate6	14	17	10	12
candidate7_1	candidate7	1	4	0	0
candidate7_2	candidate7	73	84	86	88
candidate7_5	candidate7	4	7	2	11
candidate7_6	candidate7	11	11	11	23
candidate7_7	candidate7	5	9	1	11
candidate9_1	candidate9	43	49	72	46
candidate9_3	candidate9	31	38	33	30
candidate9_5	candidate9	8	30	18	51
candidate9_6	candidate9	69	58	83	109
candidate9_9	candidate9	0	5	0	14
candidate50_1	candidate50	3	9	3	11
candidate50_2	candidate50	8	26	10	30
candidate50_5	candidate50	5	4	0	16
candidate50_7	candidate50	20	10	40	22
candidate50_8	candidate50	0	2	1	4
candidate50_10	candidate50	16	18	10	8
candidate51_1	candidate51	263	241	360	333
candidate51_3	candidate51	187	192	246	206
candidate51_4	candidate51	10	25	18	19
candidate52_1	candidate52	68	89	74	87
candidate52_3	candidate52	55	45	53	37
candidate52_5	candidate52	1	8	1	1
candidate52_6	candidate52	35	47	55	59
candidate54_1	candidate54	36	45	26	69
candidate54_3	candidate54	25	33	35	43
candidate54_4	candidate54	33	69	40	62
candidate54_9	candidate54	72	48	49	60
candidate55_1	candidate55	15	29	18	20
candidate55_2	candidate55	17	13	19	19
candidate55_4	candidate55	9	21	19	23
candidate55_7	candidate55	15	34	22	28
candidate55_8	candidate55	7	7	2	8
candidate56_1	candidate56	21	17	10	37
candidate56_2	candidate56	25	34	45	39
candidate56_3	candidate56	18	27	30	32
candidate56_6	candidate56	61	83	76	94
candidate56_9	candidate56	29	37	47	39
candidate57_1	candidate57	26	43	22	58
candidate57_2	candidate57	50	81	74	85
candidate57_3	candidate57	23	33	36	38
candidate57_4	candidate57	2	2	1	3
candidate58_1	candidate58	100	100	62	58
candidate58_4	candidate58	34	27	38	29
candidate58_6	candidate58	8	8	8	13
candidate58_9	candidate58	54	65	76	46
candidate58_10	candidate58	39	26	31	26
candidate59_1	candidate59	5	11	3	15
candidate59_3	candidate59	43	57	54	60
candidate59_5	candidate59	9	11	13	6
candidate59_6	candidate59	2	2	0	0
candidate59_7	candidate59	109	130	128	122
candidate60_1	candidate60	119	105	132	88
candidate60_4	candidate60	68	48	64	45
candidate60_8	candidate60	30	39	18	43
candidate61_1	candidate61	114	118	121	130
candidate61_2	candidate61	33	39	33	39
candidate61_4	candidate61	3	17	17	10
candidate61_6	candidate61	7	17	4	14
candidate61_7	candidate61	42	50	60	46
candidate62_1	candidate62	23	38	21	12
candidate62_2	candidate62	24	23	24	40
candidate62_3	candidate62	59	52	35	55
candidate62_6	candidate62	31	29	24	22
candidate63_1	candidate63	27	27	17	30
candidate63_2	candidate63	8	6	0	3
candidate63_3	candidate63	44	44	59	82
candidate63_5	candidate63	126	98	140	63
candidate63_7	candidate63	2	5	2	4
candidate63_8	candidate63	10	11	5	13
candidate63_10	candidate63	4	1	6	0
candidate64_1	candidate64	18	33	10	19
candidate64_3	candidate64	61	70	96	82
candidate64_7	candidate64	4	13	5	3
candidate64_8	candidate64	29	44	28	40
candidate65_1	candidate65	33	26	23	44
candidate65_3	candidate65	46	42	36	45
candidate65_4	candidate65	49	50	38	32
candidate65_5	candidate65	1	6	1	4
candidate65_6	candidate65	4	7	1	13
candidate65_9	candidate65	5	5	9	14
candidate66_1	candidate66	58	62	61	56
candidate66_2	candidate66	24	41	29	46
candidate66_4	candidate66	19	23	31	30
candidate66_6	candidate66	15	22	27	25
candidate66_10	candidate66	44	58	34	56
candidate67_1	candidate67	0	0	0	0
candidate67_2	candidate67	31	34	22	36
candidate67_3	candidate67	0	0	0	0
candidate67_5	candidate67	40	22	30	53
candidate68_1	candidate68	19	31	27	31
candidate68_3	candidate68	11	10	11	12
candidate68_6	candidate68	5	10	2	14
candidate68_9	candidate68	26	48	42	32
candidate70_1	candidate70	52	56	38	38
candidate70_2	candidate70	69	70	64	41
candidate70_3	candidate70	4	12	10	22
candidate70_7	candidate70	11	11	4	8
candidate70_10	candidate70	12	6	5	14
candidate71_2	candidate71	39	31	43	133
candidate71_3	candidate71	9	26	4	12
candidate71_4	candidate71	6	7	1	5
candidate72_1	candidate72	3	11	8	10
candidate72_2	candidate72	36	34	25	60
candidate72_3	candidate72	17	16	17	23
candidate72_5	candidate72	7	7	13	7
candidate73_1	candidate73	37	40	8	45
candidate73_2	candidate73	51	73	50	70
candidate73_3	candidate73	33	34	55	65
candidate73_5	candidate73	4	4	1	3
candidate74_1	candidate74	9	9	8	22
candidate74_4	candidate74	3	9	1	5
candidate74_6	candidate74	12	12	10	13
candidate74_8	candidate74	6	9	10	17
candidate74_9	candidate74	9	23	18	41
candidate75_1	candidate75	38	39	42	30
candidate75_2	candidate75	11	26	15	30
candidate75_4	candidate75	26	17	45	17
candidate75_6	candidate75	0	2	2	5
candidate75_9	candidate75	12	17	10	15
candidate76_1	candidate76	69	87	72	75
candidate76_2	candidate76	144	182	194	172
candidate76_3	candidate76	3	6	3	5
candidate76_4	candidate76	3	12	2	10
candidate77_1	candidate77	79	84	99	97
candidate77_2	candidate77	43	42	41	43
candidate77_3	candidate77	13	18	3	32
candidate77_4	candidate77	142	134	134	141
candidate77_10	candidate77	18	23	17	17
candidate78_1	candidate78	28	30	43	30
candidate78_2	candidate78	128	126	181	140
candidate78_5	candidate78	20	33	19	42
candidate78_7	candidate78	2	11	15	12
candidate78_8	candidate78	3	3	3	2
candidate79_1	candidate79	0	0	0	0
candidate79_2	candidate79	51	69	42	58
candidate79_3	candidate79	0	0	0	0
candidate79_10	candidate79	8	20	13	12
candidate90_4	candidate90	192	151	148	153
candidate90_6	candidate90	22	19	9	5
candidate90_7	candidate90	7	4	15	8
candidate91_1	candidate91	41	85	37	97
candidate91_3	candidate91	44	25	35	24
candidate91_4	candidate91	33	38	33	28
candidate91_5	candidate91	5	4	6	3
candidate91_6	candidate91	3	12	1	20
candidate91_8	candidate91	13	18	10	14
candidate92_1	candidate92	23	25	24	36
candidate92_2	candidate92	75	61	101	89
candidate92_3	candidate92	34	42	60	50
candidate92_5	candidate92	103	107	134	161
candidate92_10	candidate92	8	18	12	15
candidate93_1	candidate93	38	57	43	59
candidate93_3	candidate93	27	52	50	46
candidate93_5	candidate93	3	11	5	7
candidate93_7	candidate93	2	17	13	7
candidate94_1	candidate94	154	164	246	153
candidate94_5	candidate94	29	25	22	45
candidate94_6	candidate94	52	48	44	51
candidate94_8	candidate94	15	19	10	7
candidate97_1	candidate97	10	14	13	13
candidate97_3	candidate97	16	15	12	18
candidate97_5	candidate97	55	49	49	67
candidate97_6	candidate97	79	94	79	115
candidate98_1	candidate98	54	83	44	75
candidate98_5	candidate98	60	66	59	69
candidate98_7	candidate98	56	56	47	51
candidate99_1	candidate99	85	81	112	77
candidate99_2	candidate99	45	50	69	83
candidate99_3	candidate99	1	3	0	4
candidate99_5	candidate99	70	79	48	94
candidate99_8	candidate99	21	24	28	25
candidate99_10	candidate99	5	12	10	31
candidate500_1	candidate500	37	70	25	110
candidate500_2	candidate500	26	30	35	54
candidate500_4	candidate500	68	93	81	66
candidate500_7	candidate500	32	39	38	19
candidate500_10	candidate500	4	2	1	0
candidate501_1	candidate501	16	20	13	26
candidate501_5	candidate501	29	40	15	53
candidate501_7	candidate501	50	51	38	32
candidate501_8	candidate501	15	20	27	9
candidate501_9	candidate501	1	0	1	0
candidate502_1	candidate502	92	75	92	62
candidate502_2	candidate502	43	41	39	34
candidate502_3	candidate502	11	19	29	21
candidate502_9	candidate502	8	14	1	7
candidate502_10	candidate502	8	8	5	6
candidate503_1	candidate503	20	34	32	31
candidate503_3	candidate503	62	44	42	69
candidate503_5	candidate503	23	19	13	16
candidate503_7	candidate503	9	12	14	11
candidate504_1	candidate504	104	83	77	52
candidate504_2	candidate504	73	75	84	52
candidate504_3	candidate504	53	61	23	37
candidate504_5	candidate504	1	6	0	3
candidate504_8	candidate504	34	38	33	36
candidate504_10	candidate504	26	32	22	38
candidate505_1	candidate505	6	8	9	21
candidate505_2	candidate505	12	17	14	23
candidate505_6	candidate505	24	25	33	21
candidate505_7	candidate505	3	7	8	1
candidate505_8	candidate505	13	7	9	5
candidate505_10	candidate505	10	10	7	3
candidate506_1	candidate506	0	0	0	0
candidate506_2	candidate506	0	0	0	0
candidate506_4	candidate506	12	17	11	21
candidate506_5	candidate506	0	4	4	9
candidate507_1	candidate507	46	40	37	49
candidate507_2	candidate507	8	3	2	6
candidate507_3	candidate507	37	55	70	29
candidate507_4	candidate507	15	13	10	4
candidate507_5	candidate507	5	13	11	15
candidate507_9	candidate507	35	28	36	33
candidate508_1	candidate508	31	46	25	27
candidate508_2	candidate508	29	27	26	27
candidate508_9	candidate508	4	2	0	5
candidate508_10	candidate508	3	3	1	4
candidate509_1	candidate509	32	27	30	28
candidate509_2	candidate509	103	73	134	74
candidate509_3	candidate509	46	45	32	24
candidate509_8	candidate509	20	16	15	43
candidate510_1	candidate510	10	16	22	10
candidate510_2	candidate510	85	62	73	48
candidate510_3	candidate510	18	19	17	26
candidate510_6	candidate510	28	18	19	20
candidate510_9	candidate510	9	6	5	0
candidate511_1	candidate511	8	16	2	17
candidate511_2	candidate511	25	21	21	18
candidate511_3	candidate511	124	88	151	86
candidate511_5	candidate511	14	15	2	10
candidate511_10	candidate511	56	48	70	61
candidate512_1	candidate512	58	62	102	59
candidate512_2	candidate512	7	13	6	16
candidate512_3	candidate512	8	9	13	11
candidate512_4	candidate512	71	55	90	42
candidate512_7	candidate512	8	4	10	8
candidate513_1	candidate513	8	10	16	9
candidate513_2	candidate513	44	71	38	92
candidate513_3	candidate513	3	9	0	2
candidate513_4	candidate513	15	22	17	16
candidate513_5	candidate513	26	31	27	48
candidate513_9	candidate513	13	17	22	12
candidate514_1	candidate514	80	86	72	71
candidate514_5	candidate514	6	11	15	18
candidate514_7	candidate514	6	9	4	15
candidate514_8	candidate514	59	56	100	53
candidate514_9	candidate514	0	3	0	4
candidate514_10	candidate514	15	21	21	22
candidate515_1	candidate515	17	19	24	17
candidate515_3	candidate515	59	111	47	115
candidate515_5	candidate515	3	11	3	3
candidate515_6	candidate515	3	4	1	7
candidate515_7	candidate515	38	42	33	61
candidate517_1	candidate517	14	26	12	21
candidate517_5	candidate517	14	10	3	17
candidate517_6	candidate517	13	27	23	30
candidate517_7	candidate517	49	57	43	60
candidate518_1	candidate518	61	39	39	49
candidate518_2	candidate518	58	63	73	62
candidate518_4	candidate518	9	7	9	14
candidate518_6	candidate518	39	39	41	62
candidate518_7	candidate518	9	22	17	23
candidate518_9	candidate518	21	19	30	3
candidate519_1	candidate519	24	30	36	39
candidate519_5	candidate519	82	72	87	79
candidate519_9	candidate519	24	40	9	29
candidate520_1	candidate520	64	86	100	89
candidate520_5	candidate520	23	38	17	37
candidate520_6	candidate520	26	46	24	31
candidate521_1	candidate521	63	49	59	47
candidate521_2	candidate521	19	32	27	25
candidate521_4	candidate521	58	50	69	54
candidate521_5	candidate521	2	6	1	2
candidate521_7	candidate521	0	4	4	7
candidate521_8	candidate521	17	20	21	22
candidate522_1	candidate522	24	26	21	31
candidate522_2	candidate522	4	6	4	7
candidate522_3	candidate522	81	62	73	119
candidate522_4	candidate522	32	22	43	20
candidate523_1	candidate523	11	24	10	28
candidate523_2	candidate523	46	53	43	50
candidate523_3	candidate523	19	17	55	20
candidate523_4	candidate523	37	40	23	36
candidate523_6	candidate523	9	4	5	11
candidate523_9	candidate523	3	8	5	13
candidate524_1	candidate524	36	41	24	30
candidate524_4	candidate524	100	98	71	69
candidate524_5	candidate524	157	123	131	126
candidate524_6	candidate524	7	14	6	17
candidate525_1	candidate525	3	15	4	5
candidate525_2	candidate525	0	4	0	1
candidate525_3	candidate525	36	31	38	63
candidate525_5	candidate525	18	35	37	26
candidate525_6	candidate525	34	18	14	26
candidate525_8	candidate525	27	30	25	18
candidate527_1	candidate527	112	127	80	145
candidate527_5	candidate527	28	39	33	36
candidate527_6	candidate527	44	81	39	81
candidate527_7	candidate527	8	14	6	18
candidate528_1	candidate528	68	64	79	113
candidate528_5	candidate528	25	23	38	35
candidate528_6	candidate528	10	25	9	31
candidate528_7	candidate528	3	12	5	9
candidate529_1	candidate529	45	30	46	33
candidate529_2	candidate529	36	45	64	41
candidate529_3	candidate529	25	30	24	38
candidate529_4	candidate529	56	39	40	47
candidate529_9	candidate529	1	9	0	4
candidate530_1	candidate530	49	65	24	41
candidate530_2	candidate530	33	45	51	39
candidate530_6	candidate530	9	26	8	31
candidate530_8	candidate530	79	68	76	77
candidate531_1	candidate531	23	37	47	44
candidate531_3	candidate531	19	28	27	35
candidate531_4	candidate531	54	61	50	65
candidate531_6	candidate531	6	14	1	12
candidate531_8	candidate531	5	10	4	13
candidate531_10	candidate531	12	4	5	28
candidate532_1	candidate532	8	6	8	6
candidate532_2	candidate532	37	83	56	27
candidate532_3	candidate532	30	54	57	67
candidate532_4	candidate532	1	8	1	3
candidate532_7	candidate532	87	68	83	90
candidate532_8	candidate532	5	8	6	6
candidate533_1	candidate533	51	56	38	39
candidate533_2	candidate533	41	34	55	30
candidate533_3	candidate533	69	60	75	100
candidate533_6	candidate533	25	33	22	21
candidate533_8	candidate533	8	4	5	9
candidate534_1	candidate534	66	85	46	85
candidate534_3	candidate534	34	29	34	59
candidate534_5	candidate534	6	9	5	16
candidate534_7	candidate534	9	5	5	7
candidate535_1	candidate535	10	17	12	26
candidate535_2	candidate535	52	76	97	84
candidate535_6	candidate535	19	31	20	38
candidate535_7	candidate535	18	16	23	17
candidate536_1	candidate536	67	71	88	86
candidate536_3	candidate536	43	39	44	63
candidate536_7	candidate536	32	42	34	77
candidate536_10	candidate536	5	5	5	4
candidate537_1	candidate537	18	18	24	14
candidate537_2	candidate537	7	19	10	21
candidate537_3	candidate537	26	29	25	39
candidate537_4	candidate537	15	16	12	12
candidate537_5	candidate537	4	9	0	8
candidate537_8	candidate537	8	11	11	14
candidate538_1	candidate538	24	27	39	23
candidate538_2	candidate538	218	229	336	267
candidate538_3	candidate538	32	31	57	47
candidate538_7	candidate538	19	32	31	26
candidate538_8	candidate538	9	8	4	11
candidate538_9	candidate538	56	78	51	77
candidate539_1	candidate539	8	12	0	6
candidate539_2	candidate539	73	63	81	102
candidate539_3	candidate539	0	5	1	10
candidate539_4	candidate539	15	14	21	6
candidate539_5	candidate539	52	47	56	44
candidate539_6	candidate539	43	33	49	68
candidate539_7	candidate539	19	27	15	17
candidate541_1	candidate541	87	84	76	61
candidate541_2	candidate541	16	8	12	11
candidate541_4	candidate541	14	23	16	20
candidate541_5	candidate541	10	15	15	17
candidate543_1	candidate543	72	80	95	92
candidate543_2	candidate543	483	462	585	517
candidate544_1	candidate544	28	28	28	42
candidate544_2	candidate544	62	38	48	44
candidate544_3	candidate544	267	224	322	341
candidate544_5	candidate544	10	12	4	5
candidate544_8	candidate544	3	3	7	3
candidate545_1	candidate545	22	15	11	26
candidate545_3	candidate545	29	28	15	50
candidate545_4	candidate545	26	34	26	44
candidate545_7	candidate545	44	39	47	47
candidate545_9	candidate545	38	27	20	20
candidate546_1	candidate546	32	38	39	32
candidate546_5	candidate546	58	42	45	66
candidate546_6	candidate546	0	5	0	6
candidate546_7	candidate546	3	13	15	12
candidate546_8	candidate546	4	2	4	6
candidate546_9	candidate546	23	17	37	23
candidate547_1	candidate547	175	179	169	194
candidate547_3	candidate547	56	57	69	59
candidate547_6	candidate547	107	102	105	121
candidate547_7	candidate547	24	19	33	29
candidate547_10	candidate547	12	25	4	8
candidate549_1	candidate549	91	132	85	127
candidate549_5	candidate549	23	56	47	66
candidate549_9	candidate549	8	18	21	31
candidate549_10	candidate549	2	4	2	9
candidate550_1	candidate550	43	55	61	50
candidate550_5	candidate550	112	103	173	138
candidate550_7	candidate550	0	0	0	1
candidate550_9	candidate550	1	7	0	4
candidate550_10	candidate550	46	57	39	40
candidate552_1	candidate552	62	66	81	66
candidate552_3	candidate552	17	24	23	20
candidate552_4	candidate552	12	6	8	20
candidate552_7	candidate552	10	23	22	18
candidate553_1	candidate553	95	108	126	109
candidate553_2	candidate553	94	90	137	103
candidate553_3	candidate553	51	64	56	69
candidate553_5	candidate553	2	6	0	9
candidate554_1	candidate554	108	97	87	107
candidate554_3	candidate554	1	6	4	8
candidate554_4	candidate554	41	35	34	18
candidate554_9	candidate554	56	48	35	54
candidate555_1	candidate555	64	82	83	78
candidate555_5	candidate555	107	86	112	77
candidate555_6	candidate555	8	6	29	5
candidate555_7	candidate555	10	27	19	12
candidate555_9	candidate555	13	10	17	6
candidate556_1	candidate556	25	22	21	26
